id,vejnavn,geometry,aadt_cykler
trafiktaelling.1044,Vesterbrogade,POINT (12.54347478 55.67095809),
trafiktaelling.1045,Valby Langgade,POINT (12.516598 55.66668003),
trafiktaelling.1046,Vesterbrogade,POINT (12.55651658 55.67256094),
trafiktaelling.1047,Jægersborggade,POINT (12.54485692 55.69212949),
trafiktaelling.1048,Lille Langebro,POINT (12.57984393 55.67102822),16700.0
trafiktaelling.1049,Fælledvej,POINT (12.5598683 55.68848772),
trafiktaelling.1050,Borgbjergsvej,POINT (12.53843646 55.65260753),
trafiktaelling.1051,Borgbjergsvej,POINT (12.53496318 55.6493383),
trafiktaelling.1052,Fælledparken,POINT (12.57089444 55.69642567),
trafiktaelling.1053,Elmegade,POINT (12.55844889 55.68976582),
trafiktaelling.1054,Karens Minde v. Thomas Koppels Allé,POINT (12.53096006 55.64589713),100.0
trafiktaelling.1055,Kirsebærhaven,POINT (12.50327544 55.64937903),600.0
trafiktaelling.1056,Karens Minde v. Wagnersvej,POINT (12.52961914 55.6471083),400.0
trafiktaelling.1057,Scandiagade,POINT (12.53774215 55.64960126),
trafiktaelling.1058,Scandiagade,POINT (12.53736415 55.64953198),
trafiktaelling.1059,Vigerslevvej,POINT (12.48771008 55.65233093),300.0
trafiktaelling.1060,Vigerslevvej,POINT (12.49348489 55.64757289),
trafiktaelling.1061,Vigerslevvej,POINT (12.49034626 55.64914445),1100.0
trafiktaelling.1062,Sundby Kirkegård (gamle del),POINT (12.61980317 55.65695014),
trafiktaelling.1063,Sundbyhave,POINT (12.61701493 55.65459246),
trafiktaelling.1064,Fælledparken - v. indgang fra Øster Allé,POINT (12.56953908 55.70233662),3100.0
trafiktaelling.1065,Peter Fabers Gade,POINT (12.55524584 55.69100326),1500.0
trafiktaelling.1066,Stengade,POINT (12.55700809 55.68902867),
trafiktaelling.1067,Bådehavnsgade-Sjællandsbroen,POINT (12.54258505 55.64603758),
trafiktaelling.1068,Sydhavnsgade-Borgmester Christiansens Gade-Frederi,POINT (12.54223364 55.64665982),
trafiktaelling.1069,Vejlands Allé-Artillerivej-Selinevej,POINT (12.56359473 55.64149368),
trafiktaelling.1070,Vejlands Allé-Center Boulvard,POINT (12.57594416 55.64097843),
trafiktaelling.1071,Vejlands Allé-Motorvejen_vestlig fletning,POINT (12.55333853 55.64102352),
trafiktaelling.1072,Vejlands Allé-Motorvejen-østlig fletning,POINT (12.55962669 55.64104518),
trafiktaelling.1073,Slotsholmsgade,POINT (12.58475349 55.67509602),2200.0
trafiktaelling.1074,Børsgade,POINT (12.58424202 55.67572458),6400.0
trafiktaelling.1075,Børsbroen,POINT (12.58472542 55.67603562),14700.0
trafiktaelling.1076,Holmensbro,POINT (12.58249959 55.67665694),4700.0
trafiktaelling.1077,Folehavebroen,POINT (12.48708726 55.65274775),1100.0
trafiktaelling.1078,Refshalevej,POINT (12.61228661 55.68447149),2500.0
trafiktaelling.1079,Refshalevej,POINT (12.61092334 55.68741252),2800.0
trafiktaelling.1080,Frederiksholms Kanal,POINT (12.57925005 55.67315573),200.0
trafiktaelling.1081,Stefansgade,POINT (12.54293622 55.69444176),
trafiktaelling.1082,Randersgade_Århusgade,POINT (12.58050392 55.7061705),
trafiktaelling.1083,Vester Søgade_Kampmannsgade,POINT (12.5595973 55.67781175),
trafiktaelling.1084,Rantzausgade,POINT (12.55302749 55.68529986),8100.0
trafiktaelling.1085,Rantzausgade,POINT (12.54574146 55.68792145),9900.0
trafiktaelling.1086,Nordre Frihavnsgade,POINT (12.58674513 55.70324309),
trafiktaelling.1087,Jagtvej,POINT (12.54329402 55.68947385),13900.0
trafiktaelling.1088,Blågårdsgade,POINT (12.55597789 55.68457929),2200.0
trafiktaelling.1089,Borups Allé,POINT (12.54092948 55.68988596),4100.0
trafiktaelling.1090,Ewaldsgade,POINT (12.55742703 55.68272137),400.0
trafiktaelling.1091,Hørsholmsgade,POINT (12.54249477 55.69307879),800.0
trafiktaelling.1092,Nørrebrogade,POINT (12.55568031 55.68981048),22100.0
trafiktaelling.1093,Peblinge Dossering,POINT (12.56201334 55.68696266),
trafiktaelling.1094,Wesselsgade,POINT (12.56085574 55.68646126),1300.0
trafiktaelling.1095,Wesselsgade,POINT (12.55919597 55.68502686),1200.0
trafiktaelling.1096,Indiakaj,POINT (12.59862171 55.69513514),2200.0
trafiktaelling.1097,Langelinie,POINT (12.59500643 55.6942737),2500.0
trafiktaelling.1098,Langelinie Allé,POINT (12.59946439 55.69541253),1700.0
trafiktaelling.1099,Langelinie Allé,POINT (12.59875033 55.6947792),1400.0
trafiktaelling.1100,Langelinie,POINT (12.59882271 55.69296286),2800.0
trafiktaelling.1101,Stefansgade,POINT (12.54125671 55.69289969),1800.0
trafiktaelling.1102,Stefansgade,POINT (12.54475834 55.69638631),3500.0
trafiktaelling.1103,Stefansgade,POINT (12.53955078 55.6911617),1300.0
trafiktaelling.1104,Hamletsgade,POINT (12.54561294 55.70182342),
trafiktaelling.1105,Ægirsgade,POINT (12.54439353 55.69772471),
trafiktaelling.1106,Mimersgade,POINT (12.55221193 55.69788896),
trafiktaelling.1107,Rosenborggade,POINT (12.57489663 55.68403923),1200.0
trafiktaelling.1108,Sjæleboderne,POINT (12.57956709 55.68255792),200.0
trafiktaelling.1109,Møntergade,POINT (12.58038905 55.68244188),3500.0
trafiktaelling.1110,Christian IX's Gade,POINT (12.58087242 55.68220544),9900.0
trafiktaelling.1111,Ny Adelgade,POINT (12.58450666 55.68107982),600.0
trafiktaelling.1112,Lille Kongensgade,POINT (12.58457355 55.67966279),3300.0
trafiktaelling.1113,Holmens Kanal,POINT (12.58502743 55.6773567),11000.0
trafiktaelling.1114,Havnegade,POINT (12.58548428 55.67618058),1000.0
trafiktaelling.1115,Ny Vestergade,POINT (12.57452689 55.67406407),700.0
trafiktaelling.1116,Sankt Peders Stræde,POINT (12.56721029 55.67874597),2200.0
trafiktaelling.1117,Tornebuskegade,POINT (12.57387816 55.68394876),4400.0
trafiktaelling.1118,Frode Jakobsens Plads,POINT (12.49083562 55.68707921),
trafiktaelling.1119,Guldbergsgade,POINT (12.55617087 55.69258372),
trafiktaelling.1120,Guldbergsgade,POINT (12.55322822 55.6960788),3600.0
trafiktaelling.1121,Guldbergsgade,POINT (12.55331767 55.69611998),
trafiktaelling.1122,Ho Chi Mihn-stien,POINT (12.58590658 55.69638168),1500.0
trafiktaelling.1123,Kapelvej,POINT (12.55431175 55.69032007),3900.0
trafiktaelling.1124,Kapelvej,POINT (12.55430163 55.69024742),
trafiktaelling.1125,Kortløb,POINT (12.5579699 55.65881365),4500.0
trafiktaelling.1126,Ravnsborggade,POINT (12.56300321 55.68945366),1900.0
trafiktaelling.1127,Ravnsborggade,POINT (12.56299456 55.68934582),
trafiktaelling.1128,Ryesgade,POINT (12.56504032 55.69081969),1300.0
trafiktaelling.1129,Ryesgade,POINT (12.56498131 55.69086782),
trafiktaelling.1130,Avedøreruten,POINT (12.47377362 55.61743913),800.0
trafiktaelling.1131,Avedøreruten,POINT (12.54746764 55.63759668),900.0
trafiktaelling.1132,Vasbygade_Kortløb,POINT (12.557064 55.65888982),
trafiktaelling.1133,Christian IX's Gade,POINT (12.58096544 55.68233285),
trafiktaelling.1134,Færgehavnsvej,POINT (12.59754246 55.71704806),900.0
trafiktaelling.1135,Grønnegade,POINT (12.58344095 55.68154478),
trafiktaelling.1136,Kattegatvej,POINT (12.60590183 55.71719135),500.0
trafiktaelling.1137,Landemærket,POINT (12.57802948 55.68297025),
trafiktaelling.1138,Nyhavn,POINT (12.58822225 55.68017761),
trafiktaelling.1139,Oceanvej,POINT (12.60768214 55.71648239),400.0
trafiktaelling.1140,Admiralgade,POINT (12.58277525 55.67701991),200.0
trafiktaelling.1141,Bremerholm,POINT (12.58419271 55.6774798),12600.0
trafiktaelling.1142,Bremerholm,POINT (12.58435283 55.67745987),
trafiktaelling.1143,Bryghuspladsen,POINT (12.57830425 55.6723035),1000.0
trafiktaelling.1144,Frederiksholms Kanal,POINT (12.5753895 55.67572067),7000.0
trafiktaelling.1145,Frederiksholms Kanal,POINT (12.57521531 55.6757536),
trafiktaelling.1146,Guldbergsgade,POINT (12.55899905 55.69116264),5200.0
trafiktaelling.1147,Nikolajgade,POINT (12.58335438 55.67743219),200.0
trafiktaelling.1148,Ny Kongensgade,POINT (12.57589392 55.67353175),
trafiktaelling.1149,Torvegade-Dronningensgade,POINT (12.59206334 55.67206543),
trafiktaelling.1150,Torvegade-fodgængerfelt,POINT (12.59433324 55.67086398),
trafiktaelling.1151,Torvegade-Overgaden oven Vandet,POINT (12.59122255 55.67248693),
trafiktaelling.1152,Torvegade-Strandgade,POINT (12.58911593 55.67359634),
trafiktaelling.1153,Ved Stranden,POINT (12.58233855 55.67687808),1100.0
trafiktaelling.1154,Vestergade,POINT (12.56882985 55.67683211),
trafiktaelling.1155,Ålandsgade,POINT (12.60550164 55.66348918),1100.0
trafiktaelling.1156,Lavendelstræde,POINT (12.57115533 55.67606238),1200.0
trafiktaelling.1157,Prags Boulevard_Amager Strandvej,POINT (12.62490105 55.67011852),
trafiktaelling.1158,Christiansborg Slotsplads,POINT (12.58051977 55.67713682),8500.0
trafiktaelling.1159,Cykelsti over Rådhuspladsen,POINT (12.56774882 55.67660135),11400.0
trafiktaelling.1160,Skudehavnsvej,POINT (12.59700485 55.71663869),100.0
trafiktaelling.1161,Store Regnegade,POINT (12.58197748 55.68160214),
trafiktaelling.1162,Vester Voldgade ø.f. Nørre Voldgade,POINT (12.56623959 55.67870844),6100.0
trafiktaelling.1163,Bellahøjvej,POINT (12.49694616 55.69459367),1500.0
trafiktaelling.1164,Borrebyvej,POINT (12.49494738 55.69442325),200.0
trafiktaelling.1165,Brønshøjvej,POINT (12.49922676 55.69540424),600.0
trafiktaelling.1166,Skellet,POINT (12.49545904 55.6720635),700.0
trafiktaelling.1167,Skellet,POINT (12.49638302 55.66910436),600.0
